,asa.county,asa.states,score_infection,score_death,asa.population,asa.under5yr,asa.15yrto44yr,asa.65andOver,asa.75andOver,asa.bachelor,asa.disabilityrate,asa.employment,asa.highrisk,asa.population_density,asa.lessHighSchool,asa.nocomputer,asa.noinsurance,asa.nointernet,asa.poverty,asa.black,asa.white,map_cty,map_state
221,Nassau County ,FL,-0.095652509,-0.012547803,88625,0.053438646,0.308840621,0.233534556,0.097794076,0.22922426,0.189,0.421765867,0.085359661,2.516897649,0.090459803,0.006691114,0.085,0.036660085,0.099,0.058606488,0.877100141,nassau,florida
222,New County ,NC,-0.826046639,-0.032878703,234473,0.045762199,0.418632422,0.180967531,0.071969907,0.316445817,0.121,0.506258716,0.094991747,2.34030682,0.059119813,0.022684915,0.099,0.045817642,0.13,0.121668593,0.79740951,new hanover,north carolina
223,Newton County ,GA,-0.663261529,0.011525519,111744,0.066312285,0.38033362,0.13161333,0.045702678,0.120937142,0.152,0.464347079,0.053318299,2.950959939,0.110690507,0.015284937,0.16,0.023330112,0.096,0.478486541,0.491435782,newton,georgia
224,Nueces County ,TX,0.952622425,0.02074308,362294,0.067036716,0.41554925,0.150038367,0.060845612,0.159370566,0.132,0.456609825,0.085877768,2.761513484,0.116802928,0.030270995,0.175,0.047566341,0.161,0.037555135,0.885269974,nueces,texas
225,Oconee County ,SC,0.11603427,-0.014916581,79546,0.041007719,0.313214995,0.238918362,0.094335353,0.201619189,0.194,0.416488573,0.076861187,2.522867111,0.121514595,0.034910618,0.089,0.06527041,0.137,0.064830413,0.86355065,oconee,south carolina
226,Okaloosa County ,FL,0.023883265,-0.00147022,210738,0.063272879,0.40588788,0.163283319,0.067875751,0.232501969,0.162,0.445259042,0.092930558,2.769333876,0.063970428,0.021918211,0.135,0.038640397,0.114,0.070267346,0.724724539,okaloosa,florida
227,Oklahoma County ,OK,0.276179424,-0.014167079,797434,0.072533902,0.415947903,0.140404096,0.055989587,0.224082495,0.139,0.474308846,0.084736793,2.610318403,0.091322918,0.025635977,0.141,0.049247963,0.149,0.14636948,0.681290238,oklahoma,oklahoma
228,Oldham County ,KY,0.017703773,-0.004529432,66799,0.051931915,0.365514454,0.150017216,0.053893022,0.287399512,0.1,0.455066693,0.056437971,3.217523241,0.05321936,0.012051079,0.038,0.025239899,0.051,0,0.876914325,oldham,kentucky
229,Onslow County ,NC,-0.840023807,-0.031843048,197938,0.073224949,0.52786226,0.094655902,0.037466277,0.141135103,0.166,0.344668533,0.074376825,3.112036979,0.059074053,0.010134487,0.099,0.028549344,0.111,0.128777698,0.618582586,onslow,north carolina
230,Orange County ,FL,0.052039022,-0.027716479,1393452,0.060062349,0.451462985,0.122714668,0.048412862,0.252058916,0.114,0.526130071,0.105022634,3.042810444,0.090857812,0.013177347,0.134,0.031996079,0.126,0.209610378,0.630735756,orange,florida
231,Orange County ,NC,-1.128895471,-0.015439578,148476,0.039359897,0.454490962,0.147680433,0.049455804,0.432938657,0.084,0.50072739,0.082902287,2.686910729,0.042276193,0.010075702,0.063,0.027964115,0.141,0.111957488,0.769484631,orange,north carolina
232,Orange County ,TX,-0.222718192,-0.009667704,83396,0.066430045,0.379838362,0.162106096,0.070111276,0.132488369,0.154,0.489795674,0.066921675,2.613229718,0.09309799,0.03159624,0.136,0.04257998,0.112,0.101431723,0.860448942,orange,texas
233,Orangeburg County ,SC,0.535164511,0.05518486,86175,0.051534668,0.354046997,0.201055991,0.08140412,0.147420946,0.144,0.379077459,0.061560777,2.682156307,0.105923992,0.050803597,0.107,0.087821294,0.275,0.612613867,0.353223093,orangeburg,south carolina
234,Orleans Parish ,LA,-0.011849653,0.069213311,390144,0.05757874,0.429487574,0.155286253,0.057901698,0.292702182,0.138,0.482967827,0.103266999,2.570914578,0.099781106,0.038011606,0.086,0.08242085,0.232,0.583625533,0.336552657,orleans,louisiana
235,Osceola County ,FL,0.766464652,-0.011841263,375751,0.060063712,0.435125921,0.135145349,0.056377761,0.169199816,0.132,0.481049951,0.108385606,3.368785806,0.102863332,0.013801693,0.133,0.037806952,0.145,0.119895889,0.714127175,osceola,florida
236,Ouachita Parish ,LA,1.363359723,0.034114503,153279,0.066943286,0.403590838,0.153576159,0.062852707,0.183084441,0.133,0.420566418,0.097456273,2.650280972,0.102421075,0.057757423,0.089,0.080506788,0.252,0.357413605,0.557799829,ouachita,louisiana
237,Palm County ,FL,0.247884739,0.026734666,1496770,0.050968419,0.341192034,0.243563807,0.125404037,0.288194579,0.127,0.474265251,0.105229928,2.63092026,0.093830715,0.019888827,0.139,0.046375195,0.114,0.186541018,0.718644815,palm beach,florida
238,Parker County ,TX,-0.313297624,-0.024502941,142878,0.060534162,0.368937135,0.157050071,0.06040818,0.171901902,0.108,0.462450482,0.074763085,3.283042279,0.093898291,0.012717143,0.14,0.043624631,0.084,0,0.920141659,parker,texas
239,Pasco County ,FL,-1.002083733,-0.01645157,553947,0.051203454,0.343265691,0.226386279,0.103266197,0.191229486,0.166,0.431212733,0.071754157,2.602449543,0.080182761,0.019619205,0.129,0.049865781,0.113,0.059834244,0.850057858,pasco,florida
240,Paulding County ,GA,-1.205571979,-0.026024766,168667,0.062306201,0.410050573,0.106025482,0.036254869,0.15047994,0.105,0.47089235,0.063616475,2.98652525,0.090877291,0.015604712,0.136,0.037387278,0.062,0.182009522,0.741935293,paulding,georgia
241,Payne County ,OK,0.332518103,-0.029526614,81784,0.047980045,0.53352734,0.138706838,0.066773452,0.234544654,0.138,0.451946591,0.086496136,2.572794765,0.04727086,0.021189964,0.125,0.066577815,0.26,0,0.779198865,payne,oklahoma
242,Pickens County ,SC,0.884756418,0.001325641,126884,0.054490716,0.436059708,0.170801677,0.073161313,0.198614483,0.155,0.46352574,0.083004949,2.632284298,0.092580625,0.034992592,0.086,0.062797516,0.154,0.073705116,0.867248826,pickens,south carolina
243,Pinellas County ,FL,-0.478255614,0.011981652,974996,0.042697611,0.324145945,0.253986683,0.118066125,0.261451329,0.157,0.469515772,0.085110093,2.466558391,0.07806391,0.025494464,0.114,0.051853546,0.112,0.098707072,0.801929444,pinellas,florida
244,Pitt County ,NC,0.28650616,-0.035247239,180742,0.055333016,0.458194554,0.136780604,0.05368979,0.221818946,0.159,0.477028029,0.114472563,2.548317965,0.083799006,0.028089763,0.092,0.055875225,0.196,0.335223689,0.550547189,pitt,north carolina
245,Polk County ,FL,-0.084746724,0.011698892,724777,0.057432838,0.373579736,0.205614968,0.090990746,0.149893002,0.148,0.431747972,0.091410185,3.037254483,0.108285721,0.025638231,0.139,0.059098178,0.14,0.149193476,0.743061659,polk,florida
246,Pottawatomie County ,OK,0.169760567,-0.018105664,72592,0.060419881,0.389436853,0.164398281,0.070159246,0.138858276,0.168,0.425088164,0.081441481,2.829545897,0.097476306,0.033405885,0.148,0.053780031,0.141,0.031243112,0.744159136,pottawatomie,oklahoma
247,Potter County ,TX,3.535076092,0.054160708,117415,0.07424094,0.413643913,0.13432696,0.054396798,0.088881318,0.132,0.414691479,0.101860921,2.657650521,0.157058297,0.025669633,0.239,0.054388281,0.21,0.089349742,0.739922497,potter,texas
248,Prince County ,VA,0.55961634,-0.004838965,470335,0.072529155,0.415790872,0.103632517,0.036903484,0.28341076,0.082,0.517131406,0.09918675,3.277413106,0.081191066,0.005672553,0.113,0.012399673,0.063,0.207097069,0.561157473,prince william,virginia
249,Pulaski County ,AR,-0.055739838,-0.002236305,391911,0.065821067,0.397845429,0.163236041,0.064642227,0.256729206,0.16,0.466720761,0.079898242,2.480449367,0.066994802,0.03525035,0.089,0.066055814,0.143,0.369331302,0.541987849,pulaski,arkansas
250,Putnam County ,FL,-0.122708318,0.003192674,74521,0.051394909,0.307872949,0.234766039,0.101031924,0.089786772,0.154,0.382992713,0.070959864,2.414339403,0.144227802,0.052455013,0.161,0.068316314,0.229,0.158304371,0.798191114,putnam,florida
251,Putnam County ,TN,1.923772421,0.024122233,80245,0.052377095,0.413633248,0.16938127,0.07460901,0.199227366,0.119,0.435217147,0.09701539,2.525174649,0.093638233,0.051031217,0.091,0.070496604,0.171,0,0.919733317,putnam,tennessee
252,Randall County ,TX,1.279045624,0.001560026,137713,0.062717391,0.416728994,0.157886329,0.065309738,0.246890272,0.101,0.519537008,0.078685382,2.739957422,0.051019149,0.01571384,0.085,0.028929731,0.094,0,0.877382673,randall,texas
253,Randolph County ,NC,0.133872812,0.001593698,143667,0.055252772,0.355850682,0.186549451,0.076350171,0.108486987,0.175,0.43627277,0.071025357,2.560133293,0.143728205,0.036076482,0.164,0.073739968,0.147,0.054751613,0.847250934,randolph,north carolina
254,Rankin County ,MS,-0.548834383,-0.009722019,155271,0.059392932,0.403971121,0.156635817,0.063566281,0.222044039,0.135,0.478002975,0.066818659,2.723527039,0.083531374,0.023301196,0.122,0.038880409,0.116,0.201924377,0.731662706,rankin,mississippi
255,Rapides Parish ,LA,0.156994391,0.029922483,129648,0.066356596,0.380715476,0.166720659,0.067822103,0.131826175,0.159,0.434260459,0.116924287,2.647228178,0.10361903,0.051130754,0.099,0.072396026,0.179,0.308034061,0.619677897,rapides,louisiana
256,Richland County ,SC,0.433884597,-0.008398609,415759,0.057199002,0.460610594,0.133834746,0.050712071,0.280296999,0.144,0.462371229,0.088063037,2.708810039,0.06882112,0.017175816,0.096,0.054291068,0.166,0.460338802,0.403053211,richland,south carolina
257,Richmond County ,GA,0.589851877,0.01718645,202518,0.065999072,0.428835955,0.146663506,0.055792572,0.136689084,0.179,0.413148461,0.104751183,2.962478606,0.105279531,0.026718613,0.11,0.060918042,0.21,0.547141489,0.320341896,richmond,georgia
258,Roanoke County ,VA,-0.446497233,-0.015130954,94186,0.04786274,0.351888816,0.221041344,0.091786465,0.283078164,0.109,0.480602213,0.05894719,2.511224871,0.075807445,0.033242732,0.052,0.051185951,0.062,0.05957361,0.862718451,roanoke,virginia
259,Robertson County ,TN,1.090903046,0.006532077,71813,0.060949967,0.376561347,0.15598847,0.061228468,0.150418448,0.17,0.477225572,0.067021291,2.702073221,0.113851253,0.022224388,0.085,0.042652445,0.111,0.072090012,0.848537173,robertson,tennessee
260,Robeson County ,NC,1.287944079,0.013903985,130625,0.065041148,0.388440191,0.156884211,0.059069856,0.100317703,0.175,0.363735885,0.077511962,2.822981501,0.159770335,0.058197129,0.131,0.112474641,0.319,0.227919617,0.264451675,robeson,north carolina
261,Rockdale County ,GA,-0.797760874,-0.009074674,90896,0.050310245,0.380038726,0.151832864,0.055084932,0.167653142,0.129,0.466005105,0.071686323,2.771895584,0.090576043,0.022113184,0.155,0.051498416,0.105,0.556020067,0.36409743,rockdale,georgia
262,Rockingham County ,NC,-0.692877608,-0.032955441,91010,0.060103285,0.331974508,0.20590045,0.084529173,0.106394902,0.159,0.44542358,0.092792001,2.366231605,0.138281508,0.087440941,0.102,0.115602681,0.204,0.194791781,0.736842105,rockingham,north carolina
263,Rockingham County ,VA,-0.099663744,-0.007815782,81948,0.054253917,0.362437155,0.19556304,0.08848294,0.189949724,0.141,0.506845805,0.083077073,2.690171361,0.114731293,0.037487187,0.084,0.068043149,0.071,0,0.923109777,rockingham,virginia
264,Rockwall County ,TX,-0.288044799,-0.023045585,104915,0.059972359,0.391211933,0.122518229,0.045446314,0.272573035,0.07,0.509765048,0.067025687,2.861448248,0.043387504,0.002363818,0.125,0.009159796,0.045,0,0.826793118,rockwall,texas
265,Rogers County ,OK,0.190758207,0.005674233,92459,0.060945933,0.372792265,0.167339037,0.068992743,0.166873966,0.16,0.496198315,0.083399128,2.602206524,0.075936361,0.024529792,0.115,0.059767032,0.115,0,0.736942861,rogers,oklahoma
266,Rowan County ,NC,0.47718184,0.027682171,142088,0.056760599,0.367047182,0.177207083,0.072609932,0.138266426,0.148,0.457906368,0.079014414,2.572147499,0.104568999,0.034577163,0.122,0.048364394,0.137,0.157092788,0.755714768,rowan,north carolina
267,Rutherford County ,NC,0.273549656,0.045004559,67029,0.055110475,0.323755389,0.230556923,0.104089275,0.153097913,0.207,0.392412239,0.069387877,2.396460493,0.10222441,0.04141491,0.113,0.072476092,0.203,0.094779871,0.860672246,rutherford,north carolina
268,Rutherford County ,TN,0.681582792,-0.015195853,332285,0.064528944,0.448997096,0.107603413,0.039622613,0.207668116,0.102,0.531874746,0.085872068,2.919980316,0.061236589,0.013503468,0.09,0.022077434,0.11,0.150325775,0.748565238,rutherford,tennessee
269,Saline County ,AR,-0.371650692,-0.017366063,122437,0.058830256,0.374372126,0.18456839,0.07673334,0.187141142,0.156,0.478172448,0.062260591,2.693587064,0.089466419,0.031885786,0.083,0.051095666,0.109,0.073760383,0.869394056,saline,arkansas
270,San County ,TX,-1.060807752,0.029212709,66730,0.070912633,0.394545182,0.15465308,0.055552225,0.107402967,0.17,0.438947999,0.071107448,3.050932699,0.141660423,0.029417054,0.145,0.078345572,0.127,0,0.901588491,san patricio,texas
271,Santa County ,FL,0.309356948,-0.010156047,184313,0.057103948,0.374976263,0.169537689,0.065573237,0.1995627,0.174,0.423464433,0.062383012,2.784731141,0.072800074,0.018186455,0.104,0.029699479,0.101,0.040094839,0.826317189,santa rosa,florida
272,Sarasota County ,FL,-0.883159947,0.010962724,433742,0.033688229,0.250577532,0.37255788,0.183842007,0.295613521,0.16,0.410665787,0.091980947,2.31438923,0.060524459,0.023071319,0.107,0.049114451,0.07,0.042018066,0.896897234,sarasota,florida
273,Sebastian County ,AR,0.682343645,0.011973027,127827,0.066668231,0.391114553,0.169518177,0.073278728,0.171857276,0.213,0.444882537,0.07521885,2.48768099,0.115891009,0.046109194,0.114,0.086609245,0.161,0.069077738,0.71982445,sebastian,arkansas
274,Seminole County ,FL,-1.03735401,-0.02027378,471826,0.05307465,0.403392352,0.159200638,0.064392382,0.305286271,0.117,0.516357725,0.075040375,2.604729991,0.053161547,0.011930245,0.091,0.028964067,0.093,0.124923171,0.710603061,seminole,florida
275,Sevier County ,TN,0.8339069,-0.010544343,98250,0.058656489,0.344366412,0.203541985,0.076620865,0.144427481,0.192,0.471755725,0.125587786,2.590093059,0.11805598,0.038676845,0.15,0.09097201,0.136,0,0.933465649,sevier,tennessee
276,Shelby County ,AL,0.073081802,-0.03009702,217702,0.053688069,0.388278472,0.161863465,0.060637936,0.31713535,0.113,0.505277857,0.066591028,2.590210356,0.053701849,0.015369634,0.067,0.034730963,0.056,0.121624974,0.794347319,shelby,alabama
277,Shelby County ,TN,0.368001977,0.007833871,937166,0.069232132,0.404861038,0.139946392,0.053527337,0.221645898,0.127,0.470413993,0.078163314,2.647735556,0.087334581,0.044824503,0.121,0.079241031,0.168,0.530433242,0.386431006,shelby,tennessee
278,Smith County ,TX,-0.728326839,-6.96E-05,232751,0.066444398,0.39728723,0.168497665,0.077847141,0.1847339,0.15,0.462627443,0.07332729,2.961208651,0.0897139,0.018436011,0.17,0.059793513,0.124,0.174534159,0.759154633,smith,texas
279,Spalding County ,GA,-0.899728754,0.032566475,66703,0.061331574,0.343702682,0.184759306,0.08629297,0.123067928,0.157,0.419342796,0.078815454,2.632424326,0.120639252,0.053895627,0.14,0.084254082,0.17,0.352083115,0.603855899,spalding,georgia
280,Spartanburg County ,SC,0.100111534,0.013779356,319785,0.061547602,0.387454071,0.162259018,0.06510937,0.187744891,0.156,0.45783886,0.076141783,2.637271558,0.099107213,0.035426927,0.097,0.061813406,0.128,0.200659818,0.722163328,spartanburg,south carolina
281,Spotsylvania County ,VA,-0.64822149,-0.013227972,136215,0.061160665,0.382402819,0.146092574,0.056704475,0.21577653,0.11,0.486040451,0.097918731,2.933960842,0.067914694,0.01594538,0.073,0.029086371,0.064,0.166633631,0.690614103,spotsylvania,virginia
282,St County ,AL,0.001116973,0.00529227,89512,0.055914291,0.380842792,0.161084547,0.062159264,0.103114666,0.156,0.454765841,0.05345652,2.726613665,0.115291804,0.019751542,0.06,0.055400393,0.097,0,0.854555814,st clair,alabama
283,St. Johns County ,FL,-0.434206872,-0.031792567,264672,0.046041893,0.335298029,0.208718716,0.086046125,0.334549934,0.108,0.457781707,0.069444444,2.793047773,0.042973945,0.017361111,0.085,0.035436314,0.064,0.056254534,0.876960918,st johns,florida
284,St. Landry Parish ,LA,0.793849056,0.074393054,82124,0.0719887,0.366190151,0.16917101,0.072110467,0.079282548,0.103,0.382506941,0.070527495,2.697808876,0.175989966,0.08959622,0.081,0.152111441,0.22,0.413557547,0.554259413,st landry,louisiana
285,St. Lucie County ,FL,-0.519641717,0.020651155,328297,0.049808557,0.335830056,0.247132931,0.113692784,0.161487921,0.154,0.455639253,0.094560718,2.808357571,0.11064067,0.017828369,0.143,0.038532183,0.097,0.192554303,0.714136894,st lucie,florida
286,St. Tammany Parish ,LA,-0.179258167,0.019354142,260419,0.05800268,0.361191004,0.17298661,0.06696516,0.253821726,0.19,0.448081745,0.080224561,2.741598939,0.076929871,0.021419328,0.079,0.041149071,0.123,0.1271835,0.814364543,st tammany,louisiana
287,Stafford County ,VA,-0.726670915,-0.034045509,152882,0.064801612,0.420559647,0.106716291,0.039075889,0.26496252,0.092,0.495205453,0.082141783,3.178948682,0.049868526,0.008535995,0.073,0.016921547,0.059,0.186568726,0.624076085,stafford,virginia
288,Sullivan County ,TN,-0.632989837,-0.00218602,158348,0.047989239,0.338097103,0.221417384,0.099369743,0.200311971,0.189,0.450665623,0.080272564,2.309626604,0.089290676,0.045797863,0.096,0.064642433,0.151,0.020391795,0.93083588,sullivan,tennessee
289,Sumner County ,TN,0.565887276,0.013313509,191283,0.058693141,0.373969459,0.161221855,0.066801545,0.218822373,0.154,0.504650178,0.073566391,2.728793974,0.075678445,0.023980176,0.084,0.03604084,0.085,0.078726285,0.847806653,sumner,tennessee
290,Sumter County ,FL,-1.085302252,0.00374869,132420,0.018433771,0.16323063,0.594955445,0.262611388,0.299977345,0.209,0.407423915,0.089436503,2.227118302,0.060270352,0.016470322,0.071,0.047168101,0.081,0,0.859175351,sumter,florida
291,Sumter County ,SC,0.026081151,0.010730298,106721,0.065900807,0.392865509,0.170350728,0.069011722,0.153072029,0.129,0.404756327,0.075317885,2.419702982,0.09576372,0.040713636,0.092,0.092783988,0.174,0.457164007,0.432454718,sumter,south carolina
292,Surry County ,NC,0.2101997,0.005519925,71783,0.048897371,0.339955143,0.213170249,0.088530711,0.134279704,0.173,0.464399649,0.083571319,2.526858631,0.139587367,0.04951033,0.15,0.094116991,0.166,0.02245657,0.904545645,surry,north carolina
293,Talladega County ,AL,-0.120071196,0.000227536,79978,0.057215734,0.372264873,0.182687739,0.073957838,0.106416765,0.262,0.395646303,0.064842832,2.613489314,0.143977094,0.05909125,0.101,0.067068444,0.17,0.315286704,0.610367851,talladega,alabama
294,Tangipahoa Parish ,LA,0.158355558,0.006143864,134758,0.067706555,0.4029668,0.149126582,0.056991051,0.164732335,0.199,0.434979741,0.0892934,2.896402012,0.120579112,0.030506538,0.09,0.06190356,0.229,0.299447899,0.657007376,tangipahoa,louisiana
295,Tarrant County ,TX,0.559401907,-0.015623745,2102515,0.068341962,0.424916826,0.116373962,0.045057467,0.229495628,0.103,0.498490617,0.077959967,2.891668753,0.094119186,0.013615123,0.167,0.030702754,0.102,0.169510325,0.64989786,tarrant,texas
296,Taylor County ,TX,-0.071845436,0.019418878,138034,0.072047467,0.443767478,0.147811409,0.064810119,0.178629903,0.148,0.464255184,0.093549415,2.745197088,0.062513584,0.028717562,0.172,0.055211035,0.14,0.083435965,0.779373198,taylor,texas
297,Terrebonne Parish ,LA,-0.012842852,0.017901374,110461,0.06625868,0.404260327,0.149555047,0.06656648,0.122785417,0.146,0.44403002,0.101909271,2.749632838,0.138365577,0.038257847,0.084,0.050932003,0.2,0.189152733,0.694896841,terrebonne,louisiana
298,Tom County ,TX,0.150047213,0.01605417,119200,0.066921141,0.434739933,0.153372483,0.065041946,0.16908557,0.159,0.469689597,0.069219799,2.733694156,0.090478188,0.025167785,0.123,0.042936242,0.121,0.033028523,0.860629195,tom green,texas
299,Travis County ,TX,-0.861779965,-0.030188134,1273954,0.060260418,0.487866124,0.101603355,0.035925159,0.382867827,0.088,0.573164337,0.085674993,2.509013276,0.079122951,0.018502238,0.141,0.037865574,0.109,0.080058621,0.71812483,travis,texas
300,Troup County ,GA,0.636734466,0.061885711,69922,0.063899774,0.41230228,0.152269672,0.052801693,0.132490489,0.172,0.411544292,0.079045222,2.86143395,0.091101513,0.055261577,0.145,0.073910929,0.224,0.357984611,0.557392523,troup,georgia
301,Tulsa County ,OK,0.538742235,-0.009127096,651552,0.070359695,0.405600781,0.148034232,0.060639826,0.231005353,0.122,0.491007625,0.082031826,2.551583696,0.079810974,0.022503192,0.144,0.044513715,0.143,0.098331369,0.695720372,tulsa,oklahoma
302,Tuscaloosa County ,AL,1.01780267,0.007306873,209355,0.058656349,0.46332784,0.137818538,0.052609204,0.210417712,0.131,0.459172219,0.060533544,2.819254232,0.083785914,0.032972702,0.071,0.048358052,0.163,0.324668625,0.63833202,tuscaloosa,alabama
303,Union County ,NC,-0.135813534,-0.021908904,239859,0.057079367,0.383041704,0.127795913,0.050758988,0.246353066,0.089,0.499051526,0.064012607,3.076929984,0.076190595,0.01377059,0.087,0.024468542,0.07,0.114542294,0.790581133,union,north carolina
304,Victoria County ,TX,0.709380704,0.025285806,92084,0.065277355,0.389090396,0.161960818,0.068839321,0.127383693,0.166,0.456930629,0.103568481,3.063543815,0.115199166,0.029212458,0.199,0.081360497,0.145,0.063116285,0.874006342,victoria,texas
305,Volusia County ,FL,-0.829129854,-0.010111924,553284,0.047176495,0.332042857,0.247966686,0.10940855,0.186141295,0.181,0.438463791,0.096818271,2.52121886,0.077591255,0.018563703,0.132,0.057529225,0.129,0.104456301,0.779086328,volusia,florida
306,Wagoner County ,OK,-0.397816782,-0.006095453,81289,0.056858862,0.381503032,0.167771777,0.068176506,0.162863364,0.156,0.47508273,0.072703564,2.724436103,0.072039267,0.025206362,0.12,0.048198403,0.073,0.036400989,0.739115994,wagoner,oklahoma
307,Wake County ,NC,-0.835868304,-0.031392528,1111761,0.060312423,0.428266507,0.120227279,0.046166397,0.382808895,0.087,0.530287535,0.070597907,2.651083434,0.052804515,0.011634695,0.087,0.02408971,0.08,0.205178091,0.641915843,wake,north carolina
308,Walker County ,AL,0.760618762,0.089948037,63521,0.056264857,0.34420113,0.189102816,0.078226098,0.087703279,0.276,0.394090143,0.071283513,2.525384646,0.136757923,0.045433794,0.183,0.089104391,0.177,0,0.88599046,walker,alabama
309,Walker County ,GA,-0.186881357,-0.012355688,69761,0.05537478,0.366709193,0.186121185,0.080388756,0.120525795,0.243,0.436676653,0.07104256,2.606913303,0.15227706,0.039764338,0.14,0.066670489,0.142,0,0.900331131,walker,georgia
310,Walker County ,TX,2.042756053,0.01731256,72971,0.036370613,0.479505557,0.134765866,0.054734072,0.149059215,0.081,0.477206551,0.08183314,3.286833926,0.099011936,0.034493155,0.102,0.049869126,0.197,0.188650286,0.613997341,walker,texas
311,Walton County ,FL,0.454797624,-0.01763574,74071,0.055365798,0.341753183,0.201549864,0.077803729,0.224257807,0.216,0.445585992,0.085107532,2.797771483,0.072417005,0.019791821,0.125,0.053475719,0.092,0,0.865655925,walton,florida
312,Walton County ,GA,-0.511888493,0.014265988,94593,0.055448078,0.370323385,0.159736978,0.057953548,0.16533993,0.156,0.458638588,0.086137452,2.836371814,0.104648336,0.029420782,0.138,0.049781696,0.111,0.179389595,0.761980273,walton,georgia
313,Warren County ,KY,1.185737462,-0.00590222,132896,0.063749097,0.463264508,0.126888695,0.049482302,0.232956598,0.138,0.517690525,0.08502137,2.632177306,0.074562064,0.026404105,0.069,0.036885986,0.159,0.085909282,0.802424452,warren,kentucky
314,Washington County ,AR,1.440903077,-0.00519593,239187,0.066136538,0.464841317,0.121904619,0.048836266,0.206240306,0.123,0.475226496,0.092709888,2.679996415,0.109943266,0.019319612,0.128,0.057958836,0.166,0,0.780197084,washington,arkansas
315,Washington County ,TN,-0.068685924,0.004532664,129375,0.050226087,0.399196135,0.18196715,0.076166184,0.241715942,0.159,0.494639614,0.081290821,2.317842234,0.080610628,0.04465314,0.097,0.06428599,0.166,0,0.900761353,washington,tennessee
316,Wayne County ,NC,0.380652423,0.019085768,123131,0.064662839,0.377443536,0.168917657,0.069462605,0.124257904,0.161,0.394311749,0.0759029,2.539726084,0.108713484,0.046592653,0.127,0.056322128,0.194,0.301565,0.603495464,wayne,north carolina
317,Webb County ,TX,2.558781057,0.04189719,276652,0.088927606,0.432575944,0.098416061,0.040129838,0.120107572,0.137,0.42430924,0.097957,3.624610225,0.211193123,0.019446814,0.287,0.053908882,0.205,0,0.953754175,webb,texas
318,White County ,AR,-0.690848857,-0.013749177,78753,0.057915254,0.386359885,0.167803131,0.070575089,0.11447183,0.186,0.404873465,0.086409407,2.751581007,0.139715312,0.044607824,0.084,0.079489035,0.153,0.056569274,0.901616446,white,arkansas
319,Whitfield County ,GA,2.499239438,0.012099182,104628,0.066559621,0.407300149,0.142887181,0.0638548,0.109397102,0.102,0.465372558,0.071099514,3.031114201,0.195989601,0.041862599,0.163,0.049986619,0.125,0,0.885470429,whitfield,georgia
320,Wichita County ,TX,0.395972065,0.016613348,132230,0.062444226,0.427966422,0.149134085,0.064289496,0.154004386,0.154,0.444588974,0.084095894,2.736831212,0.087219239,0.04592755,0.151,0.065975951,0.129,0.078144143,0.737616275,wichita,texas
321,Wilkes County ,NC,0.049037749,0.006828776,68412,0.042097878,0.344106297,0.225822955,0.099821669,0.120972929,0.189,0.416099245,0.079373107,2.410910629,0.128164649,0.063439163,0.145,0.083318716,0.148,0,0.905849851,wilkes,north carolina
322,Williamson County ,TN,0.10961024,-0.028049096,238412,0.054707817,0.374377129,0.135093871,0.049376709,0.422738788,0.075,0.52609768,0.072169186,2.825021033,0.042766304,0.012100901,0.044,0.01749073,0.045,0.036986393,0.879737597,williamson,tennessee
323,Williamson County ,TX,-1.086201451,-0.034893972,590551,0.064151953,0.427133304,0.123974051,0.045826694,0.286588288,0.096,0.530208229,0.073160489,3.059722913,0.051898989,0.007413416,0.1,0.015263711,0.055,0.067963648,0.790991803,williamson,texas
324,Wilson County ,NC,0.703656317,0.024576218,81801,0.058789012,0.35790516,0.184190902,0.069876896,0.138873608,0.134,0.435813743,0.076771678,2.525969615,0.147210914,0.078519822,0.152,0.101881395,0.237,0.397342331,0.490165157,wilson,north carolina
325,Wilson County ,TN,0.584174064,-0.004869735,144657,0.055303235,0.373891343,0.160642071,0.059084593,0.251055946,0.136,0.503625818,0.067297124,2.802452633,0.061704584,0.018346848,0.072,0.055904657,0.077,0.065748633,0.855485735,wilson,tennessee
326,Wise County ,TX,-0.504083572,-0.011904612,69984,0.067786923,0.375814472,0.142403978,0.057155921,0.11771262,0.14,0.495113169,0.086962734,3.05847391,0.107267375,0.023248171,0.192,0.057298811,0.053,0,0.940557842,wise,texas
327,York County ,SC,-0.330131199,-0.025024913,280979,0.059029322,0.386064439,0.149680225,0.05605757,0.244139242,0.097,0.51651191,0.090024521,2.592057196,0.058858491,0.015463789,0.094,0.0305005,0.082,0.189085305,0.73674901,york,south carolina
328,York County ,VA,-1.581920874,-0.034104027,68280,0.061965436,0.360310486,0.161950791,0.068746339,0.357498535,0.103,0.448125366,0.056531927,2.625346047,0.041593439,0.017076743,0.041,0.035867018,0.058,0.147773872,0.669874048,york,virginia
