"","long","lat","group","order","region","subregion"
"153",-85.0842361450195,31.4439239501953,1,153,"alabama",NA
"154",-85.0956954956055,31.4095478057861,1,154,"alabama",NA
"155",-85.0956954956055,31.3407917022705,1,155,"alabama",NA
"156",-85.1014175415039,31.3006839752197,1,156,"alabama",NA
"157",-85.1243438720703,31.2834949493408,1,157,"alabama",NA
"158",-85.1243438720703,31.254846572876,1,158,"alabama",NA
"159",-85.1128768920898,31.1918201446533,1,159,"alabama",NA
"160",-85.1128768920898,31.174633026123,1,160,"alabama",NA
"161",-85.0899658203125,31.1402568817139,1,161,"alabama",NA
"162",-85.0441284179688,31.1116065979004,1,162,"alabama",NA
"163",-85.0383987426758,31.0944194793701,1,163,"alabama",NA
"164",-85.0326690673828,31.0772304534912,1,164,"alabama",NA
"165",-85.0326690673828,31.0371246337891,1,165,"alabama",NA
"166",-85.0154800415039,31.0027484893799,1,166,"alabama",NA
"167",-85.0154800415039,30.9970169067383,1,167,"alabama",NA
"168",-85.4967651367188,31.0084743499756,1,168,"alabama",NA
"169",-85.5196762084961,31.0084743499756,1,169,"alabama",NA
"170",-86.0467987060547,31.0084743499756,1,170,"alabama",NA
"171",-86.2014999389648,31.0084743499756,1,171,"alabama",NA
"172",-86.3905715942383,31.0084743499756,1,172,"alabama",NA
"173",-86.705696105957,31.0084743499756,1,173,"alabama",NA
"174",-86.7973709106445,31.0084743499756,1,174,"alabama",NA
"175",-87.1812591552734,31.0084743499756,1,175,"alabama",NA
"176",-87.6052474975586,31.0084743499756,1,176,"alabama",NA
"177",-87.6052474975586,30.9569110870361,1,177,"alabama",NA
"178",-87.610969543457,30.9339923858643,1,178,"alabama",NA
"179",-87.6338958740234,30.8996162414551,1,179,"alabama",NA
"180",-87.6396255493164,30.8766975402832,1,180,"alabama",NA
"181",-87.6338958740234,30.8595085144043,1,181,"alabama",NA
"182",-87.610969543457,30.8423175811768,1,182,"alabama",NA
"183",-87.5479507446289,30.7735633850098,1,183,"alabama",NA
"184",-87.4906539916992,30.721996307373,1,184,"alabama",NA
"185",-87.4620056152344,30.7105388641357,1,185,"alabama",NA
"186",-87.4505462646484,30.6990776062012,1,186,"alabama",NA
"187",-87.4218978881836,30.6761589050293,1,187,"alabama",NA
"188",-87.4104385375977,30.6475124359131,1,188,"alabama",NA
"189",-87.4104385375977,30.6188640594482,1,189,"alabama",NA
"190",-87.4333572387695,30.5844879150391,1,190,"alabama",NA
"191",-87.4620056152344,30.5443801879883,1,191,"alabama",NA
"192",-87.4677352905273,30.527193069458,1,192,"alabama",NA
"193",-87.4620056152344,30.5100040435791,1,193,"alabama",NA
"194",-87.44482421875,30.4928131103516,1,194,"alabama",NA
"195",-87.3989868164062,30.4584369659424,1,195,"alabama",NA
"196",-87.3932571411133,30.4469795227051,1,196,"alabama",NA
"197",-87.4047164916992,30.4297866821289,1,197,"alabama",NA
"198",-87.4218978881836,30.4297866821289,1,198,"alabama",NA
"199",-87.439094543457,30.4240608215332,1,199,"alabama",NA
"200",-87.439094543457,30.4183292388916,1,200,"alabama",NA
"201",-87.4505462646484,30.4011421203613,1,201,"alabama",NA
"202",-87.4620056152344,30.3896808624268,1,202,"alabama",NA
"354",-94.051025390625,33.0367469787598,3,354,"arkansas",NA
"355",-94.051025390625,33.3003082275391,3,355,"arkansas",NA
"356",-94.056755065918,33.5753288269043,3,356,"arkansas",NA
"357",-94.0796661376953,33.586784362793,3,357,"arkansas",NA
"358",-94.0911254882812,33.5982437133789,3,358,"arkansas",NA
"359",-94.1197738647461,33.5925178527832,3,359,"arkansas",NA
"360",-94.1484298706055,33.586784362793,3,360,"arkansas",NA
"361",-94.1541595458984,33.586784362793,3,361,"arkansas",NA
"362",-94.1885375976562,33.6097030639648,3,362,"arkansas",NA
"363",-94.2057189941406,33.6154365539551,3,363,"arkansas",NA
"364",-94.2229080200195,33.6097030639648,3,364,"arkansas",NA
"365",-94.2286376953125,33.5982437133789,3,365,"arkansas",NA
"366",-94.2400970458984,33.5753288269043,3,366,"arkansas",NA
"367",-94.2630157470703,33.586784362793,3,367,"arkansas",NA
"368",-94.2802047729492,33.586784362793,3,368,"arkansas",NA
"369",-94.2973937988281,33.5753288269043,3,369,"arkansas",NA
"370",-94.3088531494141,33.5695991516113,3,370,"arkansas",NA
"371",-94.3661499023438,33.5753288269043,3,371,"arkansas",NA
"372",-94.4005279541016,33.5695991516113,3,372,"arkansas",NA
"373",-94.40625,33.5753288269043,3,373,"arkansas",NA
"374",-94.4234466552734,33.5982437133789,3,374,"arkansas",NA
"375",-94.4520874023438,33.5982437133789,3,375,"arkansas",NA
"376",-94.4635543823242,33.6154365539551,3,376,"arkansas",NA
"377",-94.4750137329102,33.6326217651367,3,377,"arkansas",NA
"378",-94.4807434082031,33.6555404663086,3,378,"arkansas",NA
"379",-94.4979248046875,33.6669998168945,3,379,"arkansas",NA
"380",-94.4921951293945,33.6784591674805,3,380,"arkansas",NA
"381",-94.4921951293945,33.9649391174316,3,381,"arkansas",NA
"382",-94.4864654541016,34.211311340332,3,382,"arkansas",NA
"383",-94.4807434082031,34.5321655273438,3,383,"arkansas",NA
"384",-94.4692840576172,34.7498931884766,3,384,"arkansas",NA
"385",-94.4578247070312,34.9848022460938,3,385,"arkansas",NA
"386",-94.4406356811523,35.397331237793,3,386,"arkansas",NA
"387",-94.4463577270508,35.4431686401367,3,387,"arkansas",NA
"388",-94.4807434082031,35.6551666259766,3,388,"arkansas",NA
"389",-94.503662109375,35.7640266418457,3,389,"arkansas",NA
"390",-94.5609588623047,36.1135292053223,3,390,"arkansas",NA
"391",-94.5724105834961,36.1765556335449,3,391,"arkansas",NA
"392",-94.6239776611328,36.5088691711426,3,392,"arkansas",NA
"393",-94.0853958129883,36.5031394958496,3,393,"arkansas",NA
"394",-94.0796661376953,36.4974136352539,3,394,"arkansas",NA
"395",-93.8905944824219,36.5031394958496,3,395,"arkansas",NA
"396",-93.873405456543,36.4974136352539,3,396,"arkansas",NA
"397",-93.598388671875,36.5031394958496,3,397,"arkansas",NA
"398",-93.5926513671875,36.4974136352539,3,398,"arkansas",NA
"399",-93.3348236083984,36.5031394958496,3,399,"arkansas",NA
"400",-93.3233642578125,36.4974136352539,3,400,"arkansas",NA
"401",-93.3061752319336,36.5031394958496,3,401,"arkansas",NA
"402",-93.3004455566406,36.4974136352539,3,402,"arkansas",NA
"403",-92.8478088378906,36.5031394958496,3,403,"arkansas",NA
"404",-92.8420791625977,36.5031394958496,3,404,"arkansas",NA
"405",-92.773323059082,36.5031394958496,3,405,"arkansas",NA
"406",-92.7675933837891,36.5031394958496,3,406,"arkansas",NA
"407",-92.5498733520508,36.5031394958496,3,407,"arkansas",NA
"408",-92.1602630615234,36.4974136352539,3,408,"arkansas",NA
"409",-92.1316146850586,36.4974136352539,3,409,"arkansas",NA
"410",-91.6732482910156,36.5031394958496,3,410,"arkansas",NA
"411",-91.4669799804688,36.4974136352539,3,411,"arkansas",NA
"412",-91.4612503051758,36.4974136352539,3,412,"arkansas",NA
"413",-91.421142578125,36.4974136352539,3,413,"arkansas",NA
"414",-91.415412902832,36.5031394958496,3,414,"arkansas",NA
"415",-91.146125793457,36.5031394958496,3,415,"arkansas",NA
"416",-90.7908935546875,36.5031394958496,3,416,"arkansas",NA
"417",-90.5731735229492,36.5088691711426,3,417,"arkansas",NA
"418",-90.2236633300781,36.5088691711426,3,418,"arkansas",NA
"419",-90.1720962524414,36.5031394958496,3,419,"arkansas",NA
"420",-90.1377182006836,36.474494934082,3,420,"arkansas",NA
"421",-90.1262588500977,36.4057388305664,3,421,"arkansas",NA
"422",-90.1033401489258,36.4000091552734,3,422,"arkansas",NA
"423",-90.0689697265625,36.3885498046875,3,423,"arkansas",NA
"424",-90.0689697265625,36.3484420776367,3,424,"arkansas",NA
"425",-90.0918807983398,36.2854156494141,3,425,"arkansas",NA
"426",-90.1205368041992,36.2739562988281,3,426,"arkansas",NA
"427",-90.1377182006836,36.2166595458984,3,427,"arkansas",NA
"428",-90.1892852783203,36.1994743347168,3,428,"arkansas",NA
"429",-90.1892852783203,36.1765556335449,3,429,"arkansas",NA
"430",-90.2637710571289,36.1307182312012,3,430,"arkansas",NA
"431",-90.3783645629883,36.0046691894531,3,431,"arkansas",NA
"432",-90.3840942382812,36.0046691894531,3,432,"arkansas",NA
"433",-90.2981491088867,35.9989395141602,3,433,"arkansas",NA
"434",-89.971565246582,35.9989395141602,3,434,"arkansas",NA
"435",-89.9658279418945,36.0046691894531,3,435,"arkansas",NA
"436",-89.7939453125,36.0046691894531,3,436,"arkansas",NA
"437",-89.7538375854492,36.0046691894531,3,437,"arkansas",NA
"438",-89.7194595336914,36.0046691894531,3,438,"arkansas",NA
"439",-89.7137298583984,35.987476348877,3,439,"arkansas",NA
"440",-89.6850814819336,35.9702911376953,3,440,"arkansas",NA
"441",-89.6564407348633,35.9473724365234,3,441,"arkansas",NA
"442",-89.6507034301758,35.9244537353516,3,442,"arkansas",NA
"443",-89.6621704101562,35.9129943847656,3,443,"arkansas",NA
"444",-89.7080078125,35.9072647094727,3,444,"arkansas",NA
"445",-89.7366485595703,35.901538848877,3,445,"arkansas",NA
"446",-89.7366485595703,35.8786201477051,3,446,"arkansas",NA
"447",-89.7309188842773,35.8557014465332,3,447,"arkansas",NA
"448",-89.7309188842773,35.8327827453613,3,448,"arkansas",NA
"449",-89.7423782348633,35.8213195800781,3,449,"arkansas",NA
"450",-89.7824859619141,35.8041305541992,3,450,"arkansas",NA
"451",-89.799674987793,35.7926750183105,3,451,"arkansas",NA
"452",-89.799674987793,35.7754859924316,3,452,"arkansas",NA
"453",-89.8283233642578,35.7640266418457,3,453,"arkansas",NA
"454",-89.9085388183594,35.7468376159668,3,454,"arkansas",NA
"455",-89.9371871948242,35.7353782653809,3,455,"arkansas",NA
"456",-89.9429168701172,35.706729888916,3,456,"arkansas",NA
"457",-89.9371871948242,35.6895408630371,3,457,"arkansas",NA
"458",-89.9142684936523,35.6666221618652,3,458,"arkansas",NA
"459",-89.8741607666016,35.6666221618652,3,459,"arkansas",NA
"460",-89.8627014160156,35.6551666259766,3,460,"arkansas",NA
"461",-89.8684310913086,35.6437034606934,3,461,"arkansas",NA
"462",-89.8970794677734,35.5978660583496,3,462,"arkansas",NA
"463",-89.9028091430664,35.5749473571777,3,463,"arkansas",NA
"464",-89.9085388183594,35.5520324707031,3,464,"arkansas",NA
"465",-89.9085388183594,35.534839630127,3,465,"arkansas",NA
"466",-89.9142684936523,35.5233840942383,3,466,"arkansas",NA
"467",-89.9600982666016,35.5176544189453,3,467,"arkansas",NA
"468",-89.983024597168,35.5176544189453,3,468,"arkansas",NA
"469",-89.9944839477539,35.4947357177734,3,469,"arkansas",NA
"470",-90.0116653442383,35.4374389648438,3,470,"arkansas",NA
"471",-90.0288619995117,35.4202499389648,3,471,"arkansas",NA
"472",-90.0460433959961,35.4087905883789,3,472,"arkansas",NA
"473",-90.0689697265625,35.4145202636719,3,473,"arkansas",NA
"474",-90.0804214477539,35.4259834289551,3,474,"arkansas",NA
"475",-90.0861511230469,35.4718170166016,3,475,"arkansas",NA
"476",-90.0976104736328,35.4775466918945,3,476,"arkansas",NA
"477",-90.1205368041992,35.4718170166016,3,477,"arkansas",NA
"478",-90.1262588500977,35.448902130127,3,478,"arkansas",NA
"479",-90.1377182006836,35.4374389648438,3,479,"arkansas",NA
"480",-90.16064453125,35.4259834289551,3,480,"arkansas",NA
"481",-90.1835556030273,35.4145202636719,3,481,"arkansas",NA
"482",-90.1892852783203,35.397331237793,3,482,"arkansas",NA
"483",-90.1892852783203,35.3858757019043,3,483,"arkansas",NA
"484",-90.1663665771484,35.3686828613281,3,484,"arkansas",NA
"485",-90.1491775512695,35.3686828613281,3,485,"arkansas",NA
"486",-90.1090774536133,35.397331237793,3,486,"arkansas",NA
"487",-90.1033401489258,35.3686828613281,3,487,"arkansas",NA
"488",-90.0918807983398,35.3629570007324,3,488,"arkansas",NA
"489",-90.0976104736328,35.3457679748535,3,489,"arkansas",NA
"490",-90.0976104736328,35.3056564331055,3,490,"arkansas",NA
"491",-90.0861511230469,35.254093170166,3,491,"arkansas",NA
"492",-90.0689697265625,35.2197151184082,3,492,"arkansas",NA
"493",-90.057502746582,35.1967964172363,3,493,"arkansas",NA
"494",-90.0689697265625,35.1796112060547,3,494,"arkansas",NA
"495",-90.0746994018555,35.1624183654785,3,495,"arkansas",NA
"496",-90.0632400512695,35.1395034790039,3,496,"arkansas",NA
"497",-90.0861511230469,35.1108551025391,3,497,"arkansas",NA
"498",-90.1033401489258,35.0879364013672,3,498,"arkansas",NA
"499",-90.1205368041992,35.082202911377,3,499,"arkansas",NA
"500",-90.1491775512695,35.082202911377,3,500,"arkansas",NA
"501",-90.1778259277344,35.0879364013672,3,501,"arkansas",NA
"502",-90.1950149536133,35.082202911377,3,502,"arkansas",NA
"503",-90.2064743041992,35.0592842102051,3,503,"arkansas",NA
"504",-90.2179336547852,35.0420989990234,3,504,"arkansas",NA
"505",-90.2580413818359,35.0363693237305,3,505,"arkansas",NA
"506",-90.2695007324219,35.0363693237305,3,506,"arkansas",NA
"507",-90.2866897583008,35.0249099731445,3,507,"arkansas",NA
"508",-90.2809600830078,34.996265411377,3,508,"arkansas",NA
"509",-90.2637710571289,34.9618835449219,3,509,"arkansas",NA
"510",-90.252311706543,34.944694519043,3,510,"arkansas",NA
"511",-90.24658203125,34.9332389831543,3,511,"arkansas",NA
"512",-90.2580413818359,34.9217758178711,3,512,"arkansas",NA
"513",-90.2866897583008,34.8931312561035,3,513,"arkansas",NA
"514",-90.3153381347656,34.8759384155273,3,514,"arkansas",NA
"515",-90.3497161865234,34.8587532043457,3,515,"arkansas",NA
"516",-90.4127349853516,34.8415641784668,3,516,"arkansas",NA
"517",-90.424201965332,34.8301048278809,3,517,"arkansas",NA
"518",-90.429931640625,34.812915802002,3,518,"arkansas",NA
"519",-90.429931640625,34.7899971008301,3,519,"arkansas",NA
"520",-90.4471206665039,34.7728080749512,3,520,"arkansas",NA
"521",-90.4585723876953,34.7556190490723,3,521,"arkansas",NA
"522",-90.4757690429688,34.7556190490723,3,522,"arkansas",NA
"523",-90.5216064453125,34.7613487243652,3,523,"arkansas",NA
"524",-90.5330657958984,34.7613487243652,3,524,"arkansas",NA
"525",-90.5445175170898,34.7327003479004,3,525,"arkansas",NA
"526",-90.5330657958984,34.7327003479004,3,526,"arkansas",NA
"527",-90.4814987182617,34.7155113220215,3,527,"arkansas",NA
"528",-90.4700393676758,34.6983222961426,3,528,"arkansas",NA
"529",-90.4643020629883,34.6754035949707,3,529,"arkansas",NA
"530",-90.4643020629883,34.6582183837891,3,530,"arkansas",NA
"531",-90.4814987182617,34.6582183837891,3,531,"arkansas",NA
"532",-90.4929504394531,34.6696739196777,3,532,"arkansas",NA
"533",-90.5330657958984,34.6868667602539,3,533,"arkansas",NA
"534",-90.5559768676758,34.6754035949707,3,534,"arkansas",NA
"535",-90.5731735229492,34.6410293579102,3,535,"arkansas",NA
"536",-90.5674438476562,34.6181106567383,3,536,"arkansas",NA
"537",-90.5330657958984,34.5837326049805,3,537,"arkansas",NA
"538",-90.5330657958984,34.5608139038086,3,538,"arkansas",NA
"539",-90.5387878417969,34.5550842285156,3,539,"arkansas",NA
"540",-90.5617141723633,34.5264358520508,3,540,"arkansas",NA
"541",-90.5731735229492,34.5149765014648,3,541,"arkansas",NA
"542",-90.5674438476562,34.4462203979492,3,542,"arkansas",NA
"543",-90.5788955688477,34.4233016967773,3,543,"arkansas",NA
"544",-90.607551574707,34.4003829956055,3,544,"arkansas",NA
"545",-90.6533889770508,34.3889274597168,3,545,"arkansas",NA
"546",-90.6763000488281,34.3831977844238,3,546,"arkansas",NA
"547",-90.7164077758789,34.3889274597168,3,547,"arkansas",NA
"548",-90.7393264770508,34.3831977844238,3,548,"arkansas",NA
"549",-90.7507858276367,34.360279083252,3,549,"arkansas",NA
"550",-90.7450561523438,34.3316307067871,3,550,"arkansas",NA
"551",-90.7221374511719,34.3087120056152,3,551,"arkansas",NA
"552",-90.7393264770508,34.2972526550293,3,552,"arkansas",NA
"553",-90.7679748535156,34.2972526550293,3,553,"arkansas",NA
"554",-90.7966232299805,34.2915229797363,3,554,"arkansas",NA
"555",-90.8195419311523,34.2628746032715,3,555,"arkansas",NA
"556",-90.8367309570312,34.2456855773926,3,556,"arkansas",NA
"557",-90.8596496582031,34.2399559020996,3,557,"arkansas",NA
"558",-90.8997573852539,34.2456855773926,3,558,"arkansas",NA
"559",-90.9112091064453,34.2342300415039,3,559,"arkansas",NA
"560",-90.9112091064453,34.211311340332,3,560,"arkansas",NA
"561",-90.8940277099609,34.2055816650391,3,561,"arkansas",NA
"562",-90.8310012817383,34.1941223144531,3,562,"arkansas",NA
"563",-90.8195419311523,34.1826629638672,3,563,"arkansas",NA
"564",-90.8310012817383,34.1540107727051,3,564,"arkansas",NA
"565",-90.8653717041016,34.1540107727051,3,565,"arkansas",NA
"566",-90.9226684570312,34.1712036132812,3,566,"arkansas",NA
"567",-90.962776184082,34.1712036132812,3,567,"arkansas",NA
"568",-90.9799728393555,34.1540107727051,3,568,"arkansas",NA
"569",-90.9455871582031,34.1253662109375,3,569,"arkansas",NA
"570",-90.9284057617188,34.1081771850586,3,570,"arkansas",NA
"571",-90.9284057617188,34.0737991333008,3,571,"arkansas",NA
"572",-90.9455871582031,34.039421081543,3,572,"arkansas",NA
"573",-90.962776184082,34.0222358703613,3,573,"arkansas",NA
"574",-90.9799728393555,33.9993171691895,3,574,"arkansas",NA
"575",-90.9857025146484,33.9821281433105,3,575,"arkansas",NA
"576",-91.0086135864258,33.9821281433105,3,576,"arkansas",NA
"577",-91.0429916381836,34.0165023803711,3,577,"arkansas",NA
"578",-91.0601806640625,34.0165023803711,3,578,"arkansas",NA
"579",-91.0716400146484,34.0107727050781,3,579,"arkansas",NA
"580",-91.0716400146484,33.9821281433105,3,580,"arkansas",NA
"581",-91.0544509887695,33.9592094421387,3,581,"arkansas",NA
"582",-91.0487213134766,33.9248313903809,3,582,"arkansas",NA
"583",-91.0601806640625,33.907642364502,3,583,"arkansas",NA
