asa.county,asa.states,score_combine,score_infection,score_death,asa_under5yr,asa_15yrto44yr,asa_65andOver,asa_75andOver,asa_bachelor,asa_disabilityrate,asa_employment,asa_highrisk,asa_lessHighSchool,asa_nocomputer,asa_noinsurance,asa_nointernet,asa_poverty,asa_black,asa_white,asa_under5yr_asa_bachelor,asa_under5yr_asa_disabilityrate,asa_under5yr_asa_employment,asa_under5yr_asa_highrisk,asa_under5yr_asa_lessHighSchool,asa_under5yr_asa_nocomputer,asa_under5yr_asa_noinsurance,asa_under5yr_asa_nointernet,asa_under5yr_asa_poverty,asa_under5yr_asa_black,asa_under5yr_asa_white,asa_15yrto44yr_asa_bachelor,asa_15yrto44yr_asa_disabilityrate,asa_15yrto44yr_asa_employment,asa_15yrto44yr_asa_highrisk,asa_15yrto44yr_asa_lessHighSchool,asa_15yrto44yr_asa_nocomputer,asa_15yrto44yr_asa_noinsurance,asa_15yrto44yr_asa_nointernet,asa_15yrto44yr_asa_poverty,asa_15yrto44yr_asa_black,asa_15yrto44yr_asa_white,asa_65andOver_asa_bachelor,asa_65andOver_asa_disabilityrate,asa_65andOver_asa_employment,asa_65andOver_asa_highrisk,asa_65andOver_asa_lessHighSchool,asa_65andOver_asa_nocomputer,asa_65andOver_asa_noinsurance,asa_65andOver_asa_nointernet,asa_65andOver_asa_poverty,asa_65andOver_asa_black,asa_65andOver_asa_white,asa_75andOver_asa_bachelor,asa_75andOver_asa_disabilityrate,asa_75andOver_asa_employment,asa_75andOver_asa_highrisk,asa_75andOver_asa_lessHighSchool,asa_75andOver_asa_nocomputer,asa_75andOver_asa_noinsurance,asa_75andOver_asa_nointernet,asa_75andOver_asa_poverty,asa_75andOver_asa_black,asa_75andOver_asa_white,asa_bachelor_asa_disabilityrate,asa_bachelor_asa_employment,asa_bachelor_asa_highrisk,asa_bachelor_asa_nocomputer,asa_bachelor_asa_nointernet,asa_bachelor_asa_poverty,asa_bachelor_asa_black,asa_bachelor_asa_white,asa_disabilityrate_asa_employment,asa_disabilityrate_asa_highrisk,asa_disabilityrate_asa_lessHighSchool,asa_disabilityrate_asa_nocomputer,asa_disabilityrate_asa_nointernet,asa_disabilityrate_asa_poverty,asa_disabilityrate_asa_black,asa_disabilityrate_asa_white,asa_employment_asa_highrisk,asa_employment_asa_lessHighSchool,asa_employment_asa_nocomputer,asa_employment_asa_nointernet,asa_employment_asa_poverty,asa_employment_asa_black,asa_employment_asa_white,asa_highrisk_asa_lessHighSchool,asa_highrisk_asa_nocomputer,asa_highrisk_asa_nointernet,asa_highrisk_asa_poverty,asa_highrisk_asa_black,asa_highrisk_asa_white,asa_lessHighSchool_asa_nocomputer,asa_lessHighSchool_asa_nointernet,asa_lessHighSchool_asa_poverty,asa_lessHighSchool_asa_black,asa_lessHighSchool_asa_white,asa_nocomputer_asa_poverty,asa_nocomputer_asa_black,asa_nocomputer_asa_white,asa_noinsurance_asa_poverty,asa_nointernet_asa_poverty,asa_nointernet_asa_black,asa_nointernet_asa_white,asa_poverty_asa_black,asa_poverty_asa_white
Catoosa County ,GA,-1.755153668,-0.666377112,-0.028306526,0.063332347,0.364501332,0.175998816,0.07494821,0.163717076,0.189,0.451553714,0.078070435,0.080941107,0.025865641,0.081,0.040219,0.076,0,0.923039361,0.010368587,0.011969814,0.028597957,0.004944384,0.00512619,0.001638132,0.00512992,0.002547164,0.004813258,0,0.058458249,0.059675092,0.068890752,0.16459193,0.028456778,0.029503141,0.009428061,0.029524608,0.014659879,0.027702101,0,0.336449077,0.028814012,0.033263776,0.079472919,0.013740304,0.014245539,0.004552322,0.014255904,0.007078496,0.01337591,0,0.162453835,0.012270302,0.014165212,0.033843143,0.005851239,0.006066391,0.001938583,0.006070805,0.003014342,0.005696064,0,0.069180148,0.030942527,0.073927054,0.012781463,0.004234647,0.006584537,0.012442498,0,0.151117305,0.085343652,0.014755312,0.015297869,0.004888606,0.007601391,0.014364,0,0.174454439,0.035252995,0.036549257,0.011679726,0.018161039,0.034318082,0,0.416801852,0.006319107,0.002019342,0.003139915,0.005933353,0,0.072062084,0.002093594,0.00325537,0.006151524,0,0.074711828,0.001965789,0,0.023875005,0.006156,0.003056644,0,0.03712372,0,0.070150991
Charleston County ,SC,0.116097638,0.490974913,-0.009746236,0.057850396,0.418542753,0.168383543,0.064189633,0.349751827,0.102,0.512642013,0.090018133,0.066459896,0.019241333,0.114,0.07159108,0.112,0.241265319,0.660189691,0.020233282,0.00590074,0.029656543,0.005207585,0.003844731,0.001113119,0.006594945,0.004141572,0.006479244,0.013957294,0.038192235,0.146386093,0.042691361,0.214562599,0.037676437,0.027816308,0.00805332,0.047713874,0.029963928,0.046876788,0.100979851,0.276317611,0.058892452,0.017175121,0.086320478,0.015157572,0.011190753,0.003239924,0.019195724,0.01205476,0.018858957,0.040625109,0.111165079,0.022450441,0.006547343,0.032906303,0.005778231,0.004266036,0.001235094,0.007317618,0.004595405,0.007189239,0.015486732,0.042377334,0.035674686,0.179297481,0.031484006,0.006729691,0.025039111,0.039172205,0.084382986,0.230902551,0.052289485,0.00918185,0.006778909,0.001962616,0.00730229,0.011424,0.024609063,0.067339348,0.046147077,0.034070135,0.009863916,0.036700595,0.057415905,0.123682739,0.338440972,0.005982596,0.001732069,0.006444495,0.010082031,0.021718254,0.059429043,0.001278777,0.004757936,0.007443508,0.016034468,0.043876138,0.002155029,0.004642266,0.01270293,0.012768,0.008018201,0.017272445,0.047263693,0.027021716,0.073941245
Charlotte County ,FL,-0.22841678,-1.151021946,0.023986324,0.02802922,0.218998465,0.41244508,0.195786353,0.188735377,0.244,0.336504155,0.069842782,0.086660314,0.027515748,0.109,0.048462231,0.12,0.048801016,0.883664179,0.005290105,0.00683913,0.009431949,0.001957639,0.002429021,0.000771245,0.003055185,0.001358359,0.003363506,0.001367854,0.024768418,0.041332758,0.053435625,0.073693893,0.015295462,0.018978476,0.006025907,0.023870833,0.010613154,0.026279816,0.010687348,0.193521099,0.077842978,0.1006366,0.138789483,0.028806312,0.03574262,0.011348735,0.044956514,0.019988009,0.04949341,0.020127739,0.364462943,0.036951811,0.04777187,0.065882921,0.013674264,0.016966907,0.005387208,0.021340712,0.009488243,0.023494362,0.009554573,0.173009387,0.046051432,0.063510239,0.013181804,0.005193195,0.009146537,0.022648245,0.009210478,0.166778692,0.082107014,0.017041639,0.021145117,0.006713843,0.011824784,0.02928,0.011907448,0.21561406,0.023502386,0.029161556,0.009259164,0.016307742,0.040380499,0.016421745,0.297356668,0.006052597,0.001921776,0.003384737,0.008381134,0.003408399,0.061717565,0.002384523,0.004199752,0.010399238,0.004229111,0.076578615,0.00330189,0.001342796,0.024314681,0.01308,0.005815468,0.002365006,0.042824338,0.005856122,0.106039701
Chatham County ,GA,-0.672106572,-0.401391191,-0.007038186,0.056117196,0.431651867,0.160937014,0.064305704,0.252416819,0.15,0.47830218,0.09895657,0.085416163,0.022178074,0.158,0.051100439,0.14,0.394855405,0.498275922,0.014164924,0.008417579,0.026840977,0.005553165,0.004793316,0.001244571,0.008866517,0.002867613,0.007856407,0.022158178,0.027961848,0.108956191,0.06474778,0.206460029,0.042714788,0.036870046,0.009573207,0.068200995,0.0220576,0.060431261,0.170440073,0.215081732,0.040623209,0.024140552,0.076976525,0.015925775,0.013746622,0.003569273,0.025428048,0.008223952,0.022531182,0.06354685,0.080191039,0.016231841,0.009645856,0.030757558,0.006363472,0.005492746,0.001426177,0.010160301,0.00328605,0.009002799,0.025391455,0.032041984,0.037862523,0.120731515,0.024978303,0.005598119,0.01289861,0.035338355,0.099668145,0.125773223,0.071745327,0.014843485,0.012812424,0.003326711,0.007665066,0.021,0.059228311,0.074741388,0.047331143,0.040854737,0.010607821,0.024441451,0.066962305,0.188860201,0.23832646,0.008452491,0.002194666,0.005056724,0.01385392,0.039073537,0.049307676,0.001894366,0.004364803,0.011958263,0.033727034,0.042560817,0.00310493,0.008757132,0.0110508,0.02212,0.007154061,0.020177285,0.025462118,0.055279757,0.069758629
Chatham County ,NC,-0.062362106,-0.700388347,0.016587707,0.057029676,0.307586948,0.2539009,0.104673023,0.331395193,0.149,0.457848798,0.055190009,0.105706996,0.035678797,0.107,0.086236068,0.084,0.103370485,0.768403384,0.01889936,0.008497422,0.026110969,0.003147468,0.006028436,0.00203475,0.006102175,0.004918015,0.004790493,0.005895185,0.043821796,0.101932836,0.045830455,0.140828314,0.016975726,0.032514092,0.010974332,0.032911803,0.026525089,0.025837304,0.031795412,0.236350852,0.084141538,0.037831234,0.116248222,0.014012793,0.026839101,0.009058879,0.027167396,0.021895415,0.021327676,0.026245859,0.195098311,0.034688137,0.01559628,0.047924418,0.005776905,0.011064671,0.003734608,0.011200013,0.00902659,0.008792534,0.010820101,0.080431105,0.049377884,0.151728891,0.018289704,0.011823782,0.028578218,0.027837196,0.034256482,0.254645188,0.068219471,0.008223311,0.015750342,0.005316141,0.012849174,0.012516,0.015402202,0.114492104,0.025268679,0.048397821,0.016335494,0.03948308,0.038459299,0.047328052,0.351812566,0.00583397,0.001969113,0.004759369,0.004635961,0.005705018,0.04240819,0.003771498,0.009115756,0.008879388,0.010926983,0.081225613,0.002997019,0.003688135,0.027415708,0.008988,0.00724383,0.008914264,0.066264086,0.008683121,0.064545884
Cherokee County ,GA,-1.062092189,-0.256162455,-0.020952941,0.056215293,0.386346334,0.148187794,0.05125728,0.269634004,0.102,0.5111507,0.072646683,0.079305028,0.022881058,0.123,0.033855928,0.068,0.075146943,0.84931581,0.015157555,0.00573396,0.028734486,0.004083855,0.004458155,0.001286265,0.006914481,0.001903221,0.00382264,0.004224407,0.047744537,0.104172109,0.039407326,0.197481199,0.02806678,0.030639207,0.008840013,0.047520599,0.013080114,0.026271551,0.029032746,0.32813005,0.039956468,0.015115155,0.075746295,0.010765352,0.011752037,0.003390694,0.018227099,0.005017035,0.01007677,0.01113586,0.125858236,0.013820706,0.005228243,0.026200195,0.003723671,0.00406496,0.001172821,0.006304645,0.001735363,0.003485495,0.003851828,0.043533618,0.027502668,0.13782361,0.019588016,0.006169511,0.009128709,0.018335112,0.020262171,0.229004423,0.052137371,0.007409962,0.008089113,0.002333868,0.003453305,0.006936,0.007664988,0.086630213,0.037133403,0.040536821,0.011695669,0.017305481,0.034758248,0.038411413,0.434128371,0.005761247,0.001662233,0.002459521,0.004939974,0.005459176,0.061699976,0.001814583,0.002684945,0.005392742,0.00595953,0.067355014,0.001555912,0.001719442,0.019433244,0.008364,0.002302203,0.002544169,0.028754375,0.005109992,0.057753475
Chesterfield County ,VA,-1.104150289,-0.531123249,-0.014897827,0.060404986,0.386593613,0.153703777,0.054994019,0.279502384,0.122,0.524189205,0.079659412,0.062471301,0.017845704,0.087,0.03797881,0.066,0.233020221,0.632269658,0.016883338,0.007369408,0.031663642,0.004811826,0.003773578,0.00107797,0.005255234,0.002294109,0.003986729,0.014075583,0.03819224,0.108053836,0.047164421,0.202648199,0.03079582,0.024151006,0.006899035,0.033633644,0.014682365,0.025515178,0.090084129,0.244431411,0.042960572,0.018751861,0.080569861,0.012243952,0.009602075,0.002742952,0.013372229,0.005837487,0.010144449,0.035816088,0.097182235,0.015370959,0.00670927,0.028827271,0.004380791,0.003435548,0.000981407,0.00478448,0.002088607,0.003629605,0.012814718,0.03477105,0.034099291,0.146512132,0.022264996,0.004987917,0.010615168,0.018447157,0.065129707,0.176720877,0.063951083,0.009718448,0.007621499,0.002177176,0.004633415,0.008052,0.028428467,0.077136898,0.041756604,0.032746782,0.009354525,0.019908082,0.034596488,0.122146684,0.331428929,0.004976427,0.001421578,0.00302537,0.005257521,0.018562254,0.050366229,0.001114844,0.002372586,0.004123106,0.014557076,0.039498708,0.001177816,0.00415841,0.011283297,0.005742,0.002506601,0.008849831,0.024012849,0.015379335,0.041729797
Christian County ,KY,-0.219284992,-0.066884452,-0.003962181,0.093384993,0.475482891,0.131590525,0.053206738,0.126538085,0.196,0.436559973,0.075072644,0.105051021,0.030484949,0.12,0.064248308,0.199,0.201033196,0.589943373,0.011816758,0.018303459,0.04076815,0.007010658,0.009810189,0.002846837,0.011206199,0.005999828,0.018583614,0.018773484,0.055091858,0.060166694,0.093194647,0.207576798,0.035695758,0.049949963,0.014495072,0.057057947,0.030548971,0.094621095,0.095587845,0.280507981,0.016651213,0.025791743,0.057447156,0.009878849,0.013823719,0.00401153,0.015790863,0.008454469,0.026186514,0.026454064,0.077630958,0.006732679,0.010428521,0.023227932,0.003994371,0.005589422,0.001622005,0.006384809,0.003418443,0.010588141,0.010696321,0.031388962,0.024801465,0.055241463,0.009499549,0.003857507,0.008129858,0.025181079,0.025438356,0.074650305,0.085565755,0.014714238,0.02059,0.00597505,0.012592668,0.039004,0.039402506,0.115628901,0.032773711,0.045861071,0.013308509,0.02804824,0.086875435,0.087763047,0.257545663,0.007886458,0.002288586,0.00482329,0.014939456,0.015092094,0.044288609,0.003202475,0.00674935,0.020905153,0.021118742,0.061974154,0.006066505,0.006128487,0.017984394,0.02388,0.012785413,0.012916043,0.037902864,0.040005606,0.117398731
Citrus County ,FL,0.432390094,-0.920852622,0.035182242,0.038508055,0.237168993,0.370112992,0.177372258,0.18253072,0.236,0.298322163,0.059776689,0.109416867,0.029895027,0.119,0.058213114,0.157,0.030576585,0.908971849,0.007028903,0.009087901,0.011487806,0.002301884,0.004213431,0.001151199,0.004582459,0.002241674,0.006045765,0.001177445,0.035002738,0.043290627,0.055971882,0.070752767,0.014177177,0.025950288,0.007090173,0.02822311,0.013806346,0.037235532,0.007251818,0.215579938,0.067556991,0.087346666,0.110412908,0.022124129,0.040496604,0.011064538,0.044043446,0.02154543,0.05810774,0.011316791,0.336422291,0.032375886,0.041859853,0.052914076,0.010602726,0.019407517,0.005302548,0.021107299,0.010325391,0.027847445,0.005423438,0.161226389,0.04307725,0.054452959,0.010911082,0.005456761,0.010625682,0.028657323,0.005581166,0.165915286,0.07040403,0.014107299,0.025822381,0.007055226,0.013738295,0.037052,0.007216074,0.214517356,0.017832711,0.032641476,0.008918349,0.017366262,0.04683658,0.009121673,0.271166448,0.006540578,0.001787026,0.003479787,0.00938494,0.001827767,0.054335328,0.00327102,0.006369497,0.017178448,0.003345594,0.099456852,0.004693519,0.000914088,0.027173738,0.018683,0.009139459,0.001779958,0.052914082,0.004800524,0.14270858
City of Alexandria,VA,-0.054902501,0.099299453,-0.004009015,0.069071932,0.481540256,0.114898261,0.042106782,0.5193567,0.066,0.623422485,0.08963921,0.058960785,0.018183757,0.083,0.034448152,0.086,0.203527611,0.615751311,0.035872971,0.004558748,0.043060995,0.006191553,0.004072535,0.001255987,0.00573297,0.0023794,0.005940186,0.014058045,0.042531133,0.250091158,0.031781657,0.300203023,0.043164888,0.028391992,0.008756211,0.039967841,0.016588172,0.041412462,0.098006738,0.296509044,0.059673182,0.007583285,0.071630159,0.010299389,0.006774492,0.002089282,0.009536556,0.003958033,0.00988125,0.023384969,0.070748755,0.021868439,0.002779048,0.026250315,0.003774419,0.002482649,0.000765659,0.003494863,0.001450501,0.003621183,0.008569893,0.025927306,0.034277542,0.323778645,0.046554724,0.009443856,0.017890879,0.044664676,0.105703428,0.319794569,0.041145884,0.005916188,0.003891412,0.001200128,0.002273578,0.005676,0.013432822,0.040639587,0.055883099,0.036757479,0.011336163,0.021475753,0.053614334,0.126883689,0.383873212,0.005285198,0.001629978,0.003087905,0.007708972,0.018244054,0.055195461,0.001072129,0.00203109,0.005070628,0.012000148,0.036305181,0.001563803,0.003700897,0.011196672,0.007138,0.002962541,0.00701115,0.021211495,0.017503375,0.052954613
City of Chesapeake,VA,-1.148949213,-0.42576696,-0.018801633,0.063214001,0.400886311,0.136884024,0.052075888,0.225449793,0.143,0.452500664,0.073269753,0.075401801,0.011558805,0.076,0.029734311,0.08,0.287834664,0.568198991,0.014251583,0.009039602,0.028604377,0.004631674,0.00476645,0.000730678,0.004804264,0.001879625,0.00505712,0.018195181,0.035918132,0.090379736,0.057326742,0.181401322,0.029372841,0.03022755,0.004633767,0.03046736,0.011920078,0.032070905,0.115388977,0.227783197,0.030860475,0.019574415,0.061940112,0.010029459,0.010321302,0.001582216,0.010403186,0.004070152,0.010950722,0.039399967,0.077777364,0.011740498,0.007446852,0.023564374,0.003815587,0.003926616,0.000601935,0.003957767,0.001548441,0.004166071,0.014989246,0.029589467,0.03223932,0.102016181,0.016518651,0.00260593,0.006703594,0.018035983,0.064892265,0.128100345,0.064707595,0.010477575,0.010782458,0.001652909,0.004252006,0.01144,0.041160357,0.081252456,0.033154612,0.034119365,0.005230367,0.013454795,0.036200053,0.130245377,0.257110421,0.005524671,0.000846911,0.002178626,0.00586158,0.021089575,0.0416318,0.000871555,0.002242021,0.006032144,0.021703252,0.042843227,0.000924704,0.003327025,0.006567701,0.00608,0.002378745,0.008558565,0.016895006,0.023026773,0.045455919
City of Hampton,VA,-1.616502387,-0.773081564,-0.021927652,0.059148019,0.42657795,0.158233589,0.065824102,0.184722325,0.155,0.46096201,0.078849156,0.062538101,0.026949669,0.066,0.058478924,0.138,0.479503383,0.371028176,0.01092596,0.009167943,0.02726499,0.004663771,0.003699005,0.00159402,0.003903769,0.003458913,0.008162427,0.028361675,0.021945582,0.078798471,0.066119582,0.196636229,0.033635311,0.026677375,0.011496135,0.028154145,0.02494582,0.058867757,0.20454557,0.158272439,0.029229276,0.024526206,0.072939673,0.012476585,0.009895628,0.004264343,0.010443417,0.00925333,0.021836235,0.075873541,0.05870912,0.012159181,0.010202736,0.03034241,0.005190175,0.004116514,0.001773938,0.004344391,0.003849323,0.009083726,0.03156288,0.024422597,0.02863196,0.085149974,0.014565199,0.004978206,0.010802363,0.025491681,0.08857498,0.068537187,0.071449112,0.012221619,0.009693406,0.004177199,0.009064233,0.02139,0.074323024,0.057509367,0.036346465,0.028827689,0.012422774,0.026956562,0.063612757,0.221032843,0.171029894,0.004931076,0.002124959,0.004611014,0.010881184,0.037808437,0.029255259,0.001685381,0.003657161,0.008630258,0.029987231,0.023203398,0.003719054,0.012922457,0.009999087,0.009108,0.008070092,0.028040842,0.021697329,0.066171467,0.051201888
City of Lynchburg,VA,-0.466136433,-0.095615491,-0.009632978,0.064234252,0.513874014,0.143060559,0.064976633,0.250547658,0.104,0.47411401,0.102813747,0.082209619,0.01229189,0.084,0.024036121,0.148,0.281399085,0.626119657,0.016093741,0.006680362,0.030454359,0.006604164,0.005280673,0.00078956,0.005395677,0.001543942,0.009506669,0.01807546,0.040218328,0.128749931,0.053442897,0.243634869,0.052833313,0.042245387,0.006316483,0.043165417,0.012351538,0.076053354,0.144603677,0.321746621,0.035843488,0.014878298,0.067827015,0.014708592,0.011760954,0.001758485,0.012017087,0.003438621,0.021172963,0.04025711,0.089573028,0.016279743,0.00675757,0.030806332,0.006680491,0.005341704,0.000798686,0.005458037,0.001561786,0.009616542,0.018284365,0.040683147,0.026056956,0.118788155,0.025759744,0.003079704,0.006022194,0.037081053,0.070503882,0.156872814,0.049307857,0.01069263,0.0085498,0.001278357,0.002499757,0.015392,0.029265505,0.065116444,0.048745438,0.038976732,0.005827757,0.011395862,0.070168873,0.133415249,0.296852101,0.008452279,0.001263775,0.002471244,0.015216435,0.028931694,0.064373708,0.001010512,0.001976,0.012167024,0.023133712,0.051473058,0.0018192,0.003458927,0.007696194,0.012432,0.003557346,0.006763742,0.015049488,0.041647065,0.092665709
City of Newport,VA,-1.394433451,-0.693631321,-0.018219784,0.074710559,0.443699261,0.135204352,0.055059283,0.177497559,0.121,0.447733296,0.090020923,0.070888548,0.024968615,0.102,0.055182034,0.148,0.398850607,0.444737062,0.013260942,0.009039978,0.033450405,0.006725513,0.005296123,0.001865419,0.007620477,0.004122681,0.011057163,0.029798352,0.033226555,0.078755536,0.053687611,0.198658933,0.039942217,0.031453196,0.011078556,0.045257325,0.024484228,0.065667491,0.17696972,0.197329506,0.023998442,0.016359727,0.06053549,0.012171221,0.00958444,0.003375865,0.013790844,0.007460851,0.020010244,0.053926338,0.060130386,0.009772888,0.006662173,0.024651874,0.004956487,0.003903073,0.001374754,0.005616047,0.003038283,0.008148774,0.021960428,0.024486904,0.021477205,0.079471567,0.015978494,0.004431868,0.009794676,0.026269639,0.070795009,0.078939743,0.054175729,0.010892532,0.008577514,0.003021202,0.006677026,0.017908,0.048260923,0.053813185,0.040305365,0.031739163,0.01117928,0.024706834,0.066264528,0.178578697,0.199123591,0.006381453,0.002247698,0.004967538,0.013323097,0.0359049,0.040035641,0.001769989,0.003911774,0.010491505,0.02827394,0.031526765,0.003695355,0.009958747,0.011104468,0.015096,0.008166941,0.022009388,0.024541496,0.05902989,0.065821085
City of Norfolk,VA,-1.300975418,-0.583984336,-0.018640672,0.063252342,0.510171293,0.116395185,0.045348559,0.202449514,0.14,0.435713638,0.100662432,0.083397187,0.027638398,0.106,0.062070017,0.179,0.388078701,0.389920162,0.012805406,0.008855328,0.027559908,0.006367135,0.005275067,0.001748193,0.006704748,0.003926074,0.011322169,0.024546887,0.024663363,0.10328393,0.071423981,0.22228859,0.051355083,0.042546851,0.014100317,0.054078157,0.031666341,0.091320661,0.197986613,0.198926073,0.023564149,0.016295326,0.05071497,0.011716622,0.009707031,0.003216976,0.01233789,0.007224651,0.020834738,0.045170492,0.045384829,0.009180794,0.006348798,0.019758986,0.004564896,0.003781942,0.001253362,0.004806947,0.002814786,0.008117392,0.01759881,0.017682317,0.028342932,0.088210014,0.02037906,0.00559538,0.012566045,0.036238463,0.078566344,0.078939147,0.060999909,0.01409274,0.011675606,0.003869376,0.008689802,0.02506,0.054331018,0.054588823,0.043859994,0.036337292,0.012042427,0.027044753,0.077992741,0.169091183,0.169893532,0.008394964,0.002782148,0.006248119,0.018018575,0.039064946,0.039250312,0.002304965,0.005176465,0.014928096,0.032364672,0.032518245,0.004947273,0.010725874,0.010776769,0.018974,0.011110533,0.024088052,0.024202351,0.069466087,0.069795709
City of Portsmouth,VA,0.792985381,0.279533041,0.013348976,0.069323503,0.420019492,0.151359139,0.062564885,0.152153647,0.145,0.407106083,0.059852963,0.098508443,0.026674294,0.074,0.046674718,0.192,0.514216403,0.365939956,0.010547824,0.010051908,0.02822202,0.004149217,0.00682895,0.001849156,0.005129939,0.003235655,0.013310113,0.035647282,0.02536824,0.063907498,0.060902826,0.17099249,0.025139411,0.041375466,0.011203723,0.031081442,0.019604291,0.080643742,0.215980912,0.153701914,0.023029845,0.021947075,0.061619226,0.009059293,0.014910153,0.004037398,0.011200576,0.007064645,0.029060955,0.077831352,0.055388357,0.009519475,0.009071908,0.025470545,0.003744694,0.006163169,0.001668874,0.004629801,0.002920198,0.012012458,0.03217189,0.022894991,0.022062279,0.061942675,0.009106847,0.004058591,0.007101729,0.0292135,0.078239901,0.055679099,0.059030382,0.00867868,0.014283724,0.003867773,0.006767834,0.02784,0.074561378,0.053061294,0.024366505,0.040103386,0.010859267,0.019001562,0.078164368,0.209340626,0.148976382,0.005896022,0.001596536,0.00279362,0.011491769,0.030777375,0.021902591,0.002627643,0.004597854,0.018913621,0.050654657,0.036048175,0.005121464,0.01371636,0.00976119,0.014208,0.008961546,0.024000906,0.017080144,0.098729549,0.070260472
City of Richmond,VA,-1.043463303,-0.396674118,-0.01681553,0.058085542,0.489949487,0.137374369,0.054227638,0.303654811,0.147,0.543200715,0.112061483,0.115758822,0.036713014,0.116,0.069772084,0.189,0.448636498,0.441111632,0.017637954,0.008538575,0.031552108,0.006509152,0.006723914,0.002132495,0.006737923,0.004052749,0.010978167,0.026059294,0.025622208,0.148775519,0.072022575,0.266140912,0.054904466,0.056715975,0.017987522,0.05683414,0.034184797,0.092600453,0.219809222,0.216122418,0.041714388,0.020194032,0.074621855,0.015394376,0.015902295,0.005043427,0.015935427,0.009584896,0.025963756,0.061631156,0.060597432,0.016466483,0.007971463,0.029456492,0.00607683,0.006277327,0.00199086,0.006290406,0.003783575,0.010249024,0.024328498,0.023920442,0.044637257,0.16494551,0.034028008,0.011148083,0.021186629,0.057390759,0.136230631,0.133945669,0.079850505,0.016473038,0.017016547,0.005396813,0.010256496,0.027783,0.065949565,0.06484341,0.060871878,0.062880275,0.019942535,0.037900246,0.102664935,0.243699666,0.239612154,0.012972105,0.004114115,0.007818763,0.02117962,0.050274871,0.049431624,0.004249855,0.008076734,0.021878417,0.051933633,0.051062563,0.00693876,0.016470798,0.016194538,0.021924,0.013186924,0.031302303,0.030777278,0.084792298,0.083370098
City of Roanoke,VA,0.281315587,0.041977441,0.006222426,0.063665614,0.394753033,0.168009844,0.06636878,0.175675539,0.109,0.493247128,0.105141059,0.089769323,0.052752085,0.094,0.088508518,0.206,0.306294948,0.604460224,0.011184491,0.006939552,0.031402881,0.00669387,0.005715219,0.003358494,0.005984568,0.005634949,0.013115116,0.019500456,0.038483331,0.069348452,0.043028081,0.1947108,0.041504752,0.035436713,0.020824046,0.037106785,0.034939006,0.081319125,0.12091086,0.238612507,0.02951522,0.018313073,0.082870373,0.017664733,0.01508213,0.00886287,0.015792925,0.014870302,0.034610028,0.051460566,0.101555268,0.011659371,0.007234197,0.03273621,0.006978084,0.00595788,0.003501092,0.006238665,0.005874202,0.013671969,0.020328422,0.040117288,0.019148634,0.086651455,0.018470712,0.009267251,0.015548782,0.036189161,0.05380853,0.106188876,0.053763937,0.011460375,0.009784856,0.005749977,0.009647428,0.022454,0.033386149,0.065886164,0.051860525,0.044278461,0.026019814,0.043656572,0.101608908,0.151079103,0.298148269,0.009438442,0.00554641,0.009305879,0.021659058,0.032204175,0.063553588,0.004735519,0.00794535,0.018492481,0.02749589,0.054261985,0.01086693,0.016157697,0.031886537,0.019364,0.018232755,0.027109712,0.053499879,0.063096759,0.124518806
City of Suffolk,VA,0.924496489,-0.201568716,0.029275974,0.065944326,0.383962305,0.150019542,0.05937595,0.213510227,0.111,0.479524037,0.070330482,0.071144743,0.026436357,0.057,0.060135927,0.084,0.417368741,0.481945108,0.014079788,0.00731982,0.031621889,0.004637896,0.004691592,0.001743328,0.003758827,0.003965623,0.005539323,0.0275231,0.031781545,0.081979879,0.042619816,0.184119155,0.027004254,0.0273169,0.010150565,0.021885851,0.023089929,0.032252834,0.160253864,0.185048755,0.032030706,0.016652169,0.071937976,0.010550947,0.010673102,0.00396597,0.008551114,0.009021564,0.012601642,0.062613467,0.072301184,0.012677373,0.00659073,0.028472195,0.004175939,0.004224287,0.001569684,0.003384429,0.003570628,0.00498758,0.024781665,0.028615949,0.023699635,0.102383286,0.015016277,0.005644433,0.012839635,0.017934859,0.089112495,0.102900209,0.053227168,0.007806684,0.007897066,0.002934436,0.006675088,0.009324,0.04632793,0.053495907,0.033725157,0.034115614,0.012676869,0.028836622,0.040280019,0.200138344,0.231104264,0.005003644,0.001859282,0.004229389,0.00590776,0.029353745,0.033895432,0.001880808,0.004278355,0.005976158,0.029693592,0.034287861,0.002220654,0.011033709,0.012740873,0.004788,0.005051418,0.025098856,0.028982216,0.035058974,0.040483389
